OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,GAME_ID,PLAYOFF
200833,Eric,Dalen,37.0,21501150,0
201638,Brent,Barnaky,70.0,21501146,0
204058,Gediminas,Petraitis,50.0,21501146,0
2530,Ed,Malloy,14.0,21501146,0
1147,Mike,Callahan,24.0,21501154,0
1363,Bennie,Adams,47.0,21501154,0
204058,Gediminas,Petraitis,50.0,21501154,0
1199,Tom,Washington,49.0,21501163,0
203177,Lauren,Holtkamp,7.0,21501163,0
201639,Josh,Tiven,58.0,21501163,0
202041,Kevin,Scott,28.0,21501164,0
1164,Ron,Garretson,10.0,21501164,0
1204,Derek,Richardson,63.0,21501164,0
2002,Derrick,Collins,11.0,21501155,0
2530,Ed,Malloy,14.0,21501155,0
203592,Dedric,Taylor,21.0,21501155,0
1664,Gary,Zielinski,59.0,21501159,0
2529,Tony,Brown,6.0,21501159,0
1148,James,Capers,19.0,21501159,0
1179,Rodney,Mott,71.0,21501161,0
1162,Scott,Foster,48.0,21501161,0
202053,Scott,Twardoski,52.0,21501161,0
2004,Courtney,Kirkland,61.0,21501157,0
101284,John,Goble,30.0,21501157,0
201245,Marat,Kogut,32.0,21501157,0
202007,Nick,Buchert,3.0,21501162,0
1201,Leon,Wood,40.0,21501162,0
1194,Bill,Spooner,22.0,21501162,0
1176,Monty,McCutchen,13.0,21501160,0
2148,Mark,Ayotte,56.0,21501160,0
202027,Tre,Maddox,73.0,21501160,0
2005,Matt,Boland,18.0,21501156,0
202058,James,Williams,60.0,21501156,0
2001,Jason,Phillips,23.0,21501156,0
1198,Scott,Wall,31.0,21501158,0
201638,Brent,Barnaky,70.0,21501158,0
1195,Derrick,Stafford,9.0,21501158,0
2882,Sean,Wright,4.0,21501172,0
202053,Scott,Twardoski,52.0,21501172,0
2715,Eric,Lewis,42.0,21501172,0
1152,Dan,Crawford,43.0,21501169,0
203593,Justin,Van Duyne,64.0,21501169,0
101283,Brian,Forte,45.0,21501169,0
202058,James,Williams,60.0,21501168,0
202000,Steve,Anderson,35.0,21501168,0
1662,Bill,Kennedy,55.0,21501168,0
1174,Ken,Mauer,41.0,21501166,0
2532,Eli,Roe,44.0,21501166,0
2714,David,Guthrie,16.0,21501166,0
200833,Eric,Dalen,37.0,21501171,0
201640,Kane,Fitzgerald,5.0,21501171,0
1164,Ron,Garretson,10.0,21501171,0
1146,Tony,Brothers,25.0,21501165,0
201638,Brent,Barnaky,70.0,21501165,0
200834,Mark,Lindsay,29.0,21501165,0
1193,Michael,Smith,38.0,21501170,0
1188,Leroy,Richardson,20.0,21501170,0
1176,Monty,McCutchen,13.0,21501170,0
1151,Sean,Corbin,33.0,21501167,0
201245,Marat,Kogut,32.0,21501167,0
2534,Zach,Zarba,15.0,21501167,0
201640,Kane,Fitzgerald,5.0,21501177,0
2003,Pat,Fraher,26.0,21501177,0
1148,James,Capers,19.0,21501177,0
202027,Tre,Maddox,73.0,21501175,0
1198,Scott,Wall,31.0,21501175,0
2001,Jason,Phillips,23.0,21501175,0
2534,Zach,Zarba,15.0,21501174,0
2714,David,Guthrie,16.0,21501174,0
1363,Bennie,Adams,47.0,21501174,0
1830,Marc,Davis,8.0,21501173,0
201246,Kevin,Cutler,34.0,21501173,0
2002,Derrick,Collins,11.0,21501173,0
2882,Sean,Wright,4.0,21501176,0
202041,Kevin,Scott,28.0,21501176,0
1204,Derek,Richardson,63.0,21501176,0
2002,Derrick,Collins,11.0,21501180,0
101284,John,Goble,30.0,21501180,0
203591,Mitchell,Ervin,27.0,21501180,0
2530,Ed,Malloy,14.0,21501181,0
200834,Mark,Lindsay,29.0,21501181,0
202037,J.T.,Orr,72.0,21501181,0
1195,Derrick,Stafford,9.0,21501179,0
201639,Josh,Tiven,58.0,21501179,0
1201,Leon,Wood,40.0,21501179,0
101283,Brian,Forte,45.0,21501182,0
2148,Mark,Ayotte,56.0,21501182,0
1152,Dan,Crawford,43.0,21501182,0
1199,Tom,Washington,49.0,21501187,0
1193,Michael,Smith,38.0,21501187,0
1188,Leroy,Richardson,20.0,21501187,0
2004,Courtney,Kirkland,61.0,21501185,0
1830,Marc,Davis,8.0,21501185,0
202053,Scott,Twardoski,52.0,21501185,0
200833,Eric,Dalen,37.0,21501186,0
1664,Gary,Zielinski,59.0,21501186,0
1174,Ken,Mauer,41.0,21501186,0
1146,Tony,Brothers,25.0,21501178,0
201246,Kevin,Cutler,34.0,21501178,0
202007,Nick,Buchert,3.0,21501178,0
203593,Justin,Van Duyne,64.0,21501183,0
1151,Sean,Corbin,33.0,21501183,0
1162,Scott,Foster,48.0,21501183,0
1179,Rodney,Mott,71.0,21501184,0
2005,Matt,Boland,18.0,21501184,0
204059,Tyler,Ford,39.0,21501184,0
1194,Bill,Spooner,22.0,21501191,0
1179,Rodney,Mott,71.0,21501191,0
202049,Ben,Taylor,46.0,21501191,0
1148,James,Capers,19.0,21501192,0
1188,Leroy,Richardson,20.0,21501192,0
1664,Gary,Zielinski,59.0,21501192,0
2534,Zach,Zarba,15.0,21501188,0
202007,Nick,Buchert,3.0,21501188,0
1198,Scott,Wall,31.0,21501188,0
2003,Pat,Fraher,26.0,21501193,0
201637,Haywoode,Workman,66.0,21501193,0
1147,Mike,Callahan,24.0,21501193,0
2001,Jason,Phillips,23.0,21501190,0
202058,James,Williams,60.0,21501190,0
202027,Tre,Maddox,73.0,21501190,0
200832,Curtis,Blair,74.0,21501189,0
2714,David,Guthrie,16.0,21501189,0
2882,Sean,Wright,4.0,21501189,0
202000,Steve,Anderson,35.0,21501197,0
202041,Kevin,Scott,28.0,21501197,0
1195,Derrick,Stafford,9.0,21501197,0
201638,Brent,Barnaky,70.0,21501201,0
1151,Sean,Corbin,33.0,21501201,0
1176,Monty,McCutchen,13.0,21501201,0
2715,Eric,Lewis,42.0,21501202,0
1662,Bill,Kennedy,55.0,21501202,0
1201,Leon,Wood,40.0,21501202,0
201640,Kane,Fitzgerald,5.0,21501196,0
200833,Eric,Dalen,37.0,21501196,0
1174,Ken,Mauer,41.0,21501196,0
1146,Tony,Brothers,25.0,21501195,0
201245,Marat,Kogut,32.0,21501195,0
200834,Mark,Lindsay,29.0,21501195,0
2882,Sean,Wright,4.0,21501200,0
201246,Kevin,Cutler,34.0,21501200,0
2529,Tony,Brown,6.0,21501200,0
2148,Mark,Ayotte,56.0,21501199,0
2530,Ed,Malloy,14.0,21501199,0
202026,Karl,Lane,77.0,21501199,0
2004,Courtney,Kirkland,61.0,21501198,0
1164,Ron,Garretson,10.0,21501198,0
2005,Matt,Boland,18.0,21501198,0
2002,Derrick,Collins,11.0,21501194,0
101284,John,Goble,30.0,21501194,0
1162,Scott,Foster,48.0,21501194,0
2004,Courtney,Kirkland,61.0,21501211,0
2005,Matt,Boland,18.0,21501211,0
1179,Rodney,Mott,71.0,21501211,0
203591,Mitchell,Ervin,27.0,21501206,0
202041,Kevin,Scott,28.0,21501206,0
2001,Jason,Phillips,23.0,21501206,0
1830,Marc,Davis,8.0,21501205,0
202049,Ben,Taylor,46.0,21501205,0
1193,Michael,Smith,38.0,21501205,0
1198,Scott,Wall,31.0,21501204,0
1199,Tom,Washington,49.0,21501204,0
204058,Gediminas,Petraitis,50.0,21501204,0
2148,Mark,Ayotte,56.0,21501203,0
1152,Dan,Crawford,43.0,21501203,0
2530,Ed,Malloy,14.0,21501203,0
2534,Zach,Zarba,15.0,21501210,0
1363,Bennie,Adams,47.0,21501210,0
1147,Mike,Callahan,24.0,21501210,0
1662,Bill,Kennedy,55.0,21501207,0
202026,Karl,Lane,77.0,21501207,0
2715,Eric,Lewis,42.0,21501207,0
202007,Nick,Buchert,3.0,21501208,0
1204,Derek,Richardson,63.0,21501208,0
1162,Scott,Foster,48.0,21501208,0
1194,Bill,Spooner,22.0,21501209,0
203177,Lauren,Holtkamp,7.0,21501209,0
202058,James,Williams,60.0,21501209,0
1195,Derrick,Stafford,9.0,21501215,0
200834,Mark,Lindsay,29.0,21501215,0
201639,Josh,Tiven,58.0,21501215,0
201637,Haywoode,Workman,66.0,21501216,0
1176,Monty,McCutchen,13.0,21501216,0
2714,David,Guthrie,16.0,21501216,0
1146,Tony,Brothers,25.0,21501213,0
1188,Leroy,Richardson,20.0,21501213,0
2002,Derrick,Collins,11.0,21501213,0
2003,Pat,Fraher,26.0,21501212,0
1148,James,Capers,19.0,21501212,0
204059,Tyler,Ford,39.0,21501212,0
2532,Eli,Roe,44.0,21501214,0
2882,Sean,Wright,4.0,21501214,0
201638,Brent,Barnaky,70.0,21501214,0
2005,Matt,Boland,18.0,21501227,0
1194,Bill,Spooner,22.0,21501227,0
1664,Gary,Zielinski,59.0,21501227,0
201637,Haywoode,Workman,66.0,21501228,0
1176,Monty,McCutchen,13.0,21501228,0
2714,David,Guthrie,16.0,21501228,0
2004,Courtney,Kirkland,61.0,21501222,0
200832,Curtis,Blair,74.0,21501222,0
1199,Tom,Washington,49.0,21501222,0
1164,Ron,Garretson,10.0,21501229,0
2148,Mark,Ayotte,56.0,21501229,0
203593,Justin,Van Duyne,64.0,21501229,0
1198,Scott,Wall,31.0,21501218,0
202053,Scott,Twardoski,52.0,21501218,0
1830,Marc,Davis,8.0,21501218,0
101283,Brian,Forte,45.0,21501217,0
1147,Mike,Callahan,24.0,21501217,0
2715,Eric,Lewis,42.0,21501217,0
1204,Derek,Richardson,63.0,21501224,0
1152,Dan,Crawford,43.0,21501224,0
2529,Tony,Brown,6.0,21501224,0
1193,Michael,Smith,38.0,21501220,0
200833,Eric,Dalen,37.0,21501220,0
2001,Jason,Phillips,23.0,21501220,0
1662,Bill,Kennedy,55.0,21501225,0
202049,Ben,Taylor,46.0,21501225,0
2002,Derrick,Collins,11.0,21501225,0
1179,Rodney,Mott,71.0,21501230,0
1363,Bennie,Adams,47.0,21501230,0
202027,Tre,Maddox,73.0,21501230,0
1162,Scott,Foster,48.0,21501223,0
202007,Nick,Buchert,3.0,21501223,0
101284,John,Goble,30.0,21501223,0
202041,Kevin,Scott,28.0,21501226,0
2534,Zach,Zarba,15.0,21501226,0
202037,J.T.,Orr,72.0,21501226,0
2530,Ed,Malloy,14.0,21501219,0
1151,Sean,Corbin,33.0,21501219,0
203592,Dedric,Taylor,21.0,21501219,0
201640,Kane,Fitzgerald,5.0,21501221,0
1174,Ken,Mauer,41.0,21501221,0
1201,Leon,Wood,40.0,21501221,0
1363,Bennie,Adams,47.0,21600001,0
1662,Bill,Kennedy,55.0,21600001,0
202026,Karl,Lane,77.0,21600001,0
1152,Dan,Crawford,43.0,21600003,0
202027,Tre,Maddox,73.0,21600003,0
2003,Pat,Fraher,26.0,21600003,0
1147,Mike,Callahan,24.0,21600002,0
2529,Tony,Brown,6.0,21600002,0
202007,Nick,Buchert,3.0,21600002,0
1179,Rodney,Mott,71.0,21600011,0
2001,Jason,Phillips,23.0,21600011,0
1201,Leon,Wood,40.0,21600011,0
101284,John,Goble,30.0,21600013,0
1664,Gary,Zielinski,59.0,21600013,0
201246,Kevin,Cutler,34.0,21600013,0
202027,Tre,Maddox,73.0,21600012,0
2715,Eric,Lewis,42.0,21600012,0
1194,Bill,Spooner,22.0,21600012,0
101283,Brian,Forte,45.0,21600006,0
202037,J.T.,Orr,72.0,21600006,0
1830,Marc,Davis,8.0,21600006,0
203593,Justin,Van Duyne,64.0,21600004,0
1199,Tom,Washington,49.0,21600004,0
1151,Sean,Corbin,33.0,21600004,0
202056,CJ,Washington,53.0,21600008,0
1188,Leroy,Richardson,20.0,21600008,0
1174,Ken,Mauer,41.0,21600008,0
204059,Tyler,Ford,39.0,21600005,0
1662,Bill,Kennedy,55.0,21600005,0
201639,Josh,Tiven,58.0,21600005,0
2002,Derrick,Collins,11.0,21600007,0
1148,James,Capers,19.0,21600007,0
2148,Mark,Ayotte,56.0,21600007,0
203592,Dedric,Taylor,21.0,21600009,0
201640,Kane,Fitzgerald,5.0,21600009,0
1195,Derrick,Stafford,9.0,21600009,0
2882,Sean,Wright,4.0,21600010,0
1204,Derek,Richardson,63.0,21600010,0
201638,Brent,Barnaky,36.0,21600010,0
2004,Courtney,Kirkland,61.0,21600015,0
200833,Eric,Dalen,37.0,21600015,0
2001,Jason,Phillips,23.0,21600015,0
101284,John,Goble,30.0,21600017,0
203177,Lauren,Holtkamp,7.0,21600017,0
1146,Tony,Brothers,25.0,21600017,0
1626302,Aaron,Smith,51.0,21600014,0
1363,Bennie,Adams,47.0,21600014,0
1176,Monty,McCutchen,13.0,21600014,0
1147,Mike,Callahan,24.0,21600016,0
202007,Nick,Buchert,3.0,21600016,0
2529,Tony,Brown,6.0,21600016,0
1201,Leon,Wood,40.0,21600019,0
2148,Mark,Ayotte,56.0,21600019,0
1162,Scott,Foster,48.0,21600019,0
2005,Matt,Boland,18.0,21600022,0
1179,Rodney,Mott,71.0,21600022,0
1204,Derek,Richardson,63.0,21600022,0
1662,Bill,Kennedy,55.0,21600020,0
202058,James,Williams,60.0,21600020,0
200832,Curtis,Blair,74.0,21600020,0
204058,Gediminas,Petraitis,50.0,21600024,0
2003,Pat,Fraher,26.0,21600024,0
1194,Bill,Spooner,22.0,21600024,0
2530,Ed,Malloy,14.0,21600023,0
202049,Ben,Taylor,46.0,21600023,0
2715,Eric,Lewis,42.0,21600023,0
1193,Michael,Smith,38.0,21600018,0
201639,Josh,Tiven,58.0,21600018,0
1174,Ken,Mauer,41.0,21600018,0
1188,Leroy,Richardson,20.0,21600021,0
2534,Zach,Zarba,15.0,21600021,0
203593,Justin,Van Duyne,64.0,21600021,0
201245,Marat,Kogut,32.0,21600025,0
1198,Scott,Wall,31.0,21600025,0
1199,Tom,Washington,49.0,21600025,0
1195,Derrick,Stafford,9.0,21600026,0
201246,Kevin,Cutler,34.0,21600026,0
2004,Courtney,Kirkland,61.0,21600026,0
2002,Derrick,Collins,11.0,21600032,0
101284,John,Goble,30.0,21600032,0
203593,Justin,Van Duyne,64.0,21600032,0
200834,Mark,Lindsay,29.0,21600030,0
2534,Zach,Zarba,15.0,21600030,0
200832,Curtis,Blair,74.0,21600030,0
1148,James,Capers,19.0,21600028,0
1664,Gary,Zielinski,59.0,21600028,0
202000,Steve,Anderson,35.0,21600028,0
101283,Brian,Forte,45.0,21600029,0
202056,CJ,Washington,53.0,21600029,0
1152,Dan,Crawford,43.0,21600029,0
1147,Mike,Callahan,24.0,21600031,0
202035,Brett,Nansel,44.0,21600031,0
202058,James,Williams,60.0,21600031,0
203177,Lauren,Holtkamp,7.0,21600034,0
1146,Tony,Brothers,25.0,21600034,0
1164,Ron,Garretson,10.0,21600034,0
202027,Tre,Maddox,73.0,21600033,0
1363,Bennie,Adams,47.0,21600033,0
2003,Pat,Fraher,26.0,21600033,0
1176,Monty,McCutchen,13.0,21600027,0
2148,Mark,Ayotte,56.0,21600027,0
1626302,Aaron,Smith,51.0,21600027,0
204058,Gediminas,Petraitis,50.0,21600036,0
202007,Nick,Buchert,3.0,21600036,0
2530,Ed,Malloy,14.0,21600036,0
201638,Brent,Barnaky,36.0,21600035,0
202053,Scott,Twardoski,52.0,21600035,0
1830,Marc,Davis,8.0,21600035,0
1204,Derek,Richardson,63.0,21600041,0
1174,Ken,Mauer,41.0,21600041,0
2005,Matt,Boland,18.0,21600041,0
1188,Leroy,Richardson,20.0,21600037,0
2882,Sean,Wright,4.0,21600037,0
201246,Kevin,Cutler,34.0,21600037,0
2001,Jason,Phillips,23.0,21600038,0
202037,J.T.,Orr,72.0,21600038,0
1151,Sean,Corbin,33.0,21600038,0
1198,Scott,Wall,31.0,21600039,0
1179,Rodney,Mott,71.0,21600039,0
201637,Haywoode,Workman,66.0,21600039,0
1193,Michael,Smith,38.0,21600040,0
1162,Scott,Foster,48.0,21600040,0
201245,Marat,Kogut,32.0,21600040,0
1195,Derrick,Stafford,9.0,21600043,0
2715,Eric,Lewis,42.0,21600043,0
202041,Kevin,Scott,28.0,21600043,0
203592,Dedric,Taylor,21.0,21600045,0
200834,Mark,Lindsay,29.0,21600045,0
1164,Ron,Garretson,10.0,21600045,0
2148,Mark,Ayotte,56.0,21600044,0
1179,Rodney,Mott,71.0,21600044,0
202026,Karl,Lane,77.0,21600044,0
1176,Monty,McCutchen,13.0,21600042,0
1626302,Aaron,Smith,51.0,21600042,0
1664,Gary,Zielinski,59.0,21600042,0
1151,Sean,Corbin,33.0,21600046,0
201640,Kane,Fitzgerald,5.0,21600046,0
201637,Haywoode,Workman,66.0,21600046,0
1148,James,Capers,19.0,21600053,0
1201,Leon,Wood,40.0,21600053,0
1193,Michael,Smith,38.0,21600053,0
201246,Kevin,Cutler,34.0,21600047,0
2004,Courtney,Kirkland,61.0,21600047,0
2882,Sean,Wright,4.0,21600047,0
201639,Josh,Tiven,58.0,21600049,0
202058,James,Williams,60.0,21600049,0
202037,J.T.,Orr,72.0,21600049,0
2530,Ed,Malloy,14.0,21600050,0
202035,Brett,Nansel,44.0,21600050,0
101284,John,Goble,30.0,21600050,0
200834,Mark,Lindsay,29.0,21600054,0
203592,Dedric,Taylor,21.0,21600054,0
1662,Bill,Kennedy,55.0,21600054,0
2002,Derrick,Collins,11.0,21600048,0
1627962,Jacyn,Goble,68.0,21600048,0
1152,Dan,Crawford,43.0,21600048,0
203591,Mitchell,Ervin,27.0,21600052,0
1188,Leroy,Richardson,20.0,21600052,0
202041,Kevin,Scott,28.0,21600052,0
204059,Tyler,Ford,39.0,21600051,0
1162,Scott,Foster,48.0,21600051,0
101283,Brian,Forte,45.0,21600051,0
1626302,Aaron,Smith,51.0,21600058,0
202007,Nick,Buchert,3.0,21600058,0
1146,Tony,Brothers,25.0,21600058,0
201638,Brent,Barnaky,36.0,21600063,0
202053,Scott,Twardoski,52.0,21600063,0
1830,Marc,Davis,8.0,21600063,0
1176,Monty,McCutchen,13.0,21600057,0
2002,Derrick,Collins,11.0,21600057,0
204058,Gediminas,Petraitis,50.0,21600057,0
1174,Ken,Mauer,41.0,21600061,0
201245,Marat,Kogut,32.0,21600061,0
1664,Gary,Zielinski,59.0,21600061,0
1199,Tom,Washington,49.0,21600064,0
1179,Rodney,Mott,71.0,21600064,0
202027,Tre,Maddox,73.0,21600064,0
200833,Eric,Dalen,37.0,21600062,0
1363,Bennie,Adams,47.0,21600062,0
2534,Zach,Zarba,15.0,21600062,0
202037,J.T.,Orr,72.0,21600059,0
2001,Jason,Phillips,23.0,21600059,0
101284,John,Goble,30.0,21600059,0
2003,Pat,Fraher,26.0,21600056,0
202049,Ben,Taylor,46.0,21600056,0
2715,Eric,Lewis,42.0,21600056,0
1195,Derrick,Stafford,9.0,21600055,0
2005,Matt,Boland,18.0,21600055,0
203177,Lauren,Holtkamp,7.0,21600055,0
201639,Josh,Tiven,58.0,21600060,0
1164,Ron,Garretson,10.0,21600060,0
202026,Karl,Lane,77.0,21600060,0
201638,Brent,Barnaky,36.0,21600069,0
101283,Brian,Forte,45.0,21600069,0
1830,Marc,Davis,8.0,21600069,0
2004,Courtney,Kirkland,61.0,21600065,0
204059,Tyler,Ford,39.0,21600065,0
1148,James,Capers,19.0,21600065,0
200832,Curtis,Blair,74.0,21600068,0
2005,Matt,Boland,18.0,21600068,0
2530,Ed,Malloy,14.0,21600068,0
201246,Kevin,Cutler,34.0,21600066,0
201640,Kane,Fitzgerald,5.0,21600066,0
1194,Bill,Spooner,22.0,21600066,0
200834,Mark,Lindsay,29.0,21600067,0
1147,Mike,Callahan,24.0,21600067,0
202035,Brett,Nansel,44.0,21600067,0
1363,Bennie,Adams,47.0,21600078,0
1199,Tom,Washington,49.0,21600078,0
1201,Leon,Wood,40.0,21600078,0
1152,Dan,Crawford,43.0,21600073,0
2148,Mark,Ayotte,56.0,21600073,0
2003,Pat,Fraher,26.0,21600073,0
2001,Jason,Phillips,23.0,21600072,0
2529,Tony,Brown,6.0,21600072,0
1198,Scott,Wall,31.0,21600072,0
200834,Mark,Lindsay,29.0,21600077,0
101283,Brian,Forte,45.0,21600077,0
1151,Sean,Corbin,33.0,21600077,0
202026,Karl,Lane,77.0,21600076,0
2002,Derrick,Collins,11.0,21600076,0
2882,Sean,Wright,4.0,21600076,0
1662,Bill,Kennedy,55.0,21600071,0
200832,Curtis,Blair,74.0,21600071,0
2715,Eric,Lewis,42.0,21600071,0
1162,Scott,Foster,48.0,21600070,0
1664,Gary,Zielinski,59.0,21600070,0
201245,Marat,Kogut,32.0,21600070,0
2534,Zach,Zarba,15.0,21600074,0
202007,Nick,Buchert,3.0,21600074,0
202056,CJ,Washington,53.0,21600074,0
202058,James,Williams,60.0,21600075,0
203591,Mitchell,Ervin,27.0,21600075,0
1195,Derrick,Stafford,9.0,21600075,0
1147,Mike,Callahan,24.0,21600080,0
1664,Gary,Zielinski,59.0,21600080,0
202035,Brett,Nansel,44.0,21600080,0
202026,Karl,Lane,77.0,21600086,0
2530,Ed,Malloy,14.0,21600086,0
202058,James,Williams,60.0,21600086,0
1174,Ken,Mauer,41.0,21600081,0
202027,Tre,Maddox,73.0,21600081,0
101284,John,Goble,30.0,21600081,0
201640,Kane,Fitzgerald,5.0,21600082,0
1148,James,Capers,19.0,21600082,0
1626303,Vladimir,Voyard-Tadal,76.0,21600082,0
1193,Michael,Smith,38.0,21600085,0
1176,Monty,McCutchen,13.0,21600085,0
1627963,Phenizee,Ransom,70.0,21600085,0
200833,Eric,Dalen,37.0,21600083,0
1626302,Aaron,Smith,51.0,21600083,0
2001,Jason,Phillips,23.0,21600083,0
