OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,GAME_ID
1144,Ted,Bernhardt,16,0040100404
1190,Eddie,Rush,32,0040100404
1168,David,Jones,,0040300101
1162,Scott,Foster,,0040300101
1192,Bennett,Salvatore,,0040300101
1155,JB,DeRosa,,0040300161
1163,Bernie,Fryer,,0040300161
1363,Bennie,Adams,,0040300161
1150,Jimmy,Clark,6,0040300111
1190,Eddie,Rush,32,0040300111
1148,James,Capers,19,0040300111
1164,Ron,Garretson,,0040300151
1186,Blane,Reichelt,,0040300151
1167,Steve,Javie,,0040300151
1142,Dick,Bavetta,,0040300131
1161,Joe,Forte,,0040300131
1156,Tim,Donaghy,,0040300131
1152,Dan,Crawford,,0040300121
1174,Ken,Mauer,,0040300121
1151,Sean,Corbin,,0040300121
1147,Mike,Callahan,24,0040300141
1146,Tony,Brothers,25,0040300141
1180,Jack,Nies,35,0040300141
1826,Jess,Kersey,,0040300171
1194,Bill,Spooner,,0040300171
1153,Joe,Crawford,,0040300171
1190,Eddie,Rush,,0040300162
1203,Mark,Wunderlich,,0040300162
1165,Luis,Grillo,,0040300162
1363,Bennie,Adams,,0040300152
1163,Bernie,Fryer,,0040300152
1155,JB,DeRosa,,0040300152
1200,Greg,Willard,,0040300112
1180,Jack,Nies,,0040300112
1151,Sean,Corbin,,0040300112
1154,Bob,Delaney,,0040300102
1153,Joe,Crawford,,0040300102
1193,Michael,Smith,,0040300102
1167,Steve,Javie,,0040300172
1164,Ron,Garretson,,0040300172
1186,Blane,Reichelt,,0040300172
1142,Dick,Bavetta,,0040300142
1203,Mark,Wunderlich,,0040300142
1165,Luis,Grillo,,0040300142
1156,Tim,Donaghy,,0040300122
1192,Bennett,Salvatore,,0040300122
1176,Monty,McCutchen,,0040300122
1199,Tom,Washington,,0040300132
1152,Dan,Crawford,,0040300132
1195,Derrick,Stafford,,0040300132
1193,Michael,Smith,,0040300113
1162,Scott,Foster,,0040300113
1153,Joe,Crawford,,0040300113
1151,Sean,Corbin,,0040300163
1180,Jack,Nies,,0040300163
1200,Greg,Willard,,0040300163
1147,Mike,Callahan,,0040300153
1148,James,Capers,,0040300153
1190,Eddie,Rush,,0040300153
1184,Ron,Olesiak,,0040300103
1176,Monty,McCutchen,,0040300103
1167,Steve,Javie,,0040300103
1199,Tom,Washington,,0040300143
1152,Dan,Crawford,,0040300143
1662,Bill,Kennedy,,0040300143
1180,Jack,Nies,,0040300123
1195,Derrick,Stafford,,0040300123
1155,JB,DeRosa,,0040300123
1156,Tim,Donaghy,,0040300173
1150,Jimmy,Clark,,0040300173
1142,Dick,Bavetta,,0040300173
1192,Bennett,Salvatore,,0040300133
1162,Scott,Foster,,0040300133
1146,Tony,Brothers,,0040300133
1186,Blane,Reichelt,,0040300114
1174,Ken,Mauer,,0040300114
1163,Bernie,Fryer,,0040300114
1161,Joe,Forte,,0040300104
1203,Mark,Wunderlich,,0040300104
1164,Ron,Garretson,,0040300104
1154,Bob,Delaney,,0040300164
1167,Steve,Javie,,0040300164
1826,Jess,Kersey,,0040300164
1168,David,Jones,,0040300154
1194,Bill,Spooner,,0040300154
1153,Joe,Crawford,,0040300154
1152,Dan,Crawford,,0040300174
1662,Bill,Kennedy,,0040300174
1199,Tom,Washington,,0040300174
1146,Tony,Brothers,,0040300124
1150,Jimmy,Clark,,0040300124
1142,Dick,Bavetta,,0040300124
1194,Bill,Spooner,,0040300134
1165,Luis,Grillo,,0040300134
1163,Bernie,Fryer,,0040300134
1192,Bennett,Salvatore,,0040300144
1164,Ron,Garretson,,0040300144
1184,Ron,Olesiak,,0040300144
1152,Dan,Crawford,,0040300155
1176,Monty,McCutchen,,0040300155
1199,Tom,Washington,,0040300155
1147,Mike,Callahan,,0040300175
1192,Bennett,Salvatore,,0040300175
1200,Greg,Willard,,0040300175
1163,Bernie,Fryer,,0040300125
1194,Bill,Spooner,,0040300125
1154,Bob,Delaney,,0040300125
1174,Ken,Mauer,,0040300135
1155,JB,DeRosa,,0040300135
1180,Jack,Nies,,0040300135
1161,Joe,Forte,45,0040300145
1167,Steve,Javie,29,0040300145
1195,Derrick,Stafford,9,0040300145
1151,Sean,Corbin,33,0040300136
1186,Blane,Reichelt,37,0040300136
1153,Joe,Crawford,17,0040300136
1146,Tony,Brothers,,0040300231
1142,Dick,Bavetta,,0040300231
1150,Jimmy,Clark,,0040300231
1190,Eddie,Rush,,0040300211
1165,Luis,Grillo,,0040300211
1147,Mike,Callahan,,0040300211
1167,Steve,Javie,,0040300137
1164,Ron,Garretson,,0040300137
1192,Bennett,Salvatore,,0040300137
1154,Bob,Delaney,,0040300221
1176,Monty,McCutchen,,0040300221
1152,Dan,Crawford,,0040300221
1162,Scott,Foster,,0040300232
1163,Bernie,Fryer,,0040300232
1200,Greg,Willard,,0040300232
1199,Tom,Washington,,0040300201
1142,Dick,Bavetta,,0040300201
1148,James,Capers,,0040300201
1168,David,Jones,36,0040300212
1155,JB,DeRosa,14,0040300212
1152,Dan,Crawford,43,0040300212
1190,Eddie,Rush,,0040300222
1147,Mike,Callahan,,0040300222
1151,Sean,Corbin,,0040300222
1163,Bernie,Fryer,,0040300202
1194,Bill,Spooner,,0040300202
1161,Joe,Forte,,0040300202
1192,Bennett,Salvatore,,0040300213
1164,Ron,Garretson,,0040300213
1174,Ken,Mauer,,0040300213
1167,Steve,Javie,,0040300233
1180,Jack,Nies,,0040300233
1186,Blane,Reichelt,,0040300233
1146,Tony,Brothers,,0040300223
1150,Jimmy,Clark,,0040300223
1142,Dick,Bavetta,,0040300223
1195,Derrick,Stafford,,0040300203
1152,Dan,Crawford,,0040300203
1156,Tim,Donaghy,,0040300203
1192,Bennett,Salvatore,,0040300234
1176,Monty,McCutchen,,0040300234
1199,Tom,Washington,,0040300234
1162,Scott,Foster,,0040300214
1167,Steve,Javie,,0040300214
1154,Bob,Delaney,,0040300214
1155,JB,DeRosa,,0040300204
1190,Eddie,Rush,,0040300204
1165,Luis,Grillo,,0040300204
1163,Bernie,Fryer,7,0040300224
1148,James,Capers,19,0040300224
1180,Jack,Nies,35,0040300224
1161,Joe,Forte,,0040300235
1152,Dan,Crawford,,0040300235
1164,Ron,Garretson,,0040300235
1151,Sean,Corbin,,0040300215
1200,Greg,Willard,,0040300215
1142,Dick,Bavetta,,0040300215
1186,Blane,Reichelt,,0040300225
1167,Steve,Javie,,0040300225
1195,Derrick,Stafford,,0040300225
1192,Bennett,Salvatore,,0040300205
1154,Bob,Delaney,,0040300205
1150,Jimmy,Clark,,0040300205
1174,Ken,Mauer,,0040300236
1147,Mike,Callahan,,0040300236
1190,Eddie,Rush,,0040300236
1194,Bill,Spooner,,0040300226
1155,JB,DeRosa,,0040300226
1152,Dan,Crawford,,0040300226
1199,Tom,Washington,,0040300216
1163,Bernie,Fryer,,0040300216
1180,Jack,Nies,,0040300216
1180,Jack,Nies,,0040300206
1167,Steve,Javie,,0040300206
1164,Ron,Garretson,,0040300206
1142,Dick,Bavetta,,0040300227
1199,Tom,Washington,,0040300227
1192,Bennett,Salvatore,,0040300227
1164,Ron,Garretson,10,0040300217
1190,Eddie,Rush,32,0040300217
1152,Dan,Crawford,43,0040300217
1154,Bob,Delaney,,0040300311
1153,Joe,Crawford,,0040300311
1200,Greg,Willard,,0040300311
1174,Ken,Mauer,,0040300301
1147,Mike,Callahan,,0040300301
1163,Bernie,Fryer,,0040300301
1167,Steve,Javie,,0040300312
1155,JB,DeRosa,,0040300312
1194,Bill,Spooner,,0040300312
1199,Tom,Washington,49,0040300302
1150,Jimmy,Clark,6,0040300302
1192,Bennett,Salvatore,15,0040300302
1195,Derrick,Stafford,,0040300313
1152,Dan,Crawford,,0040300313
1164,Ron,Garretson,,0040300313
1142,Dick,Bavetta,,0040300303
1194,Bill,Spooner,,0040300303
1190,Eddie,Rush,,0040300303
1163,Bernie,Fryer,,0040300314
1147,Mike,Callahan,,0040300314
1180,Jack,Nies,,0040300314
1153,Joe,Crawford,,0040300304
1154,Bob,Delaney,,0040300304
1200,Greg,Willard,,0040300304
1192,Bennett,Salvatore,,0040300315
1150,Jimmy,Clark,,0040300315
1199,Tom,Washington,,0040300315
1155,JB,DeRosa,,0040300305
1164,Ron,Garretson,,0040300305
1167,Steve,Javie,,0040300305
1190,Eddie,Rush,,0040300316
1142,Dick,Bavetta,,0040300316
1174,Ken,Mauer,,0040300316
1147,Mike,Callahan,,0040300306
1152,Dan,Crawford,,0040300306
1180,Jack,Nies,,0040300306
1153,Joe,Crawford,,0040300401
1154,Bob,Delaney,,0040300401
1163,Bernie,Fryer,,0040300401
1192,Bennett,Salvatore,,0040300402
1167,Steve,Javie,,0040300402
1155,JB,DeRosa,,0040300402
1152,Dan,Crawford,,0040300403
1164,Ron,Garretson,,0040300403
1147,Mike,Callahan,,0040300403
1190,Eddie,Rush,,0040300404
1142,Dick,Bavetta,,0040300404
1180,Jack,Nies,,0040300404
1163,Bernie,Fryer,,0040300405
1192,Bennett,Salvatore,,0040300405
1153,Joe,Crawford,,0040300405
1163,Bernie,Fryer,7,0040400111
1180,Jack,Nies,35,0040400111
1165,Luis,Grillo,8,0040400111
1156,Tim,Donaghy,21,0040400121
1152,Dan,Crawford,43,0040400121
1155,JB,DeRosa,14,0040400121
1363,Bennie,Adams,47,0040400161
1164,Ron,Garretson,10,0040400161
1150,Jimmy,Clark,6,0040400161
1153,Joe,Crawford,17,0040400171
1148,James,Capers,19,0040400171
1174,Ken,Mauer,41,0040400171
1199,Tom,Washington,49,0040400101
1167,Steve,Javie,29,0040400101
1826,Jess,Kersey,20,0040400101
1193,Michael,Smith,38,0040400131
1142,Dick,Bavetta,27,0040400131
1147,Mike,Callahan,24,0040400131
1194,Bill,Spooner,22,0040400151
1190,Eddie,Rush,32,0040400151
1168,David,Jones,36,0040400151
1154,Bob,Delaney,26,0040400141
1192,Bennett,Salvatore,15,0040400141
1151,Sean,Corbin,33,0040400141
1200,Greg,Willard,57,0040400172
1203,Mark,Wunderlich,18,0040400172
1152,Dan,Crawford,43,0040400172
1161,Joe,Forte,45,0040400122
1180,Jack,Nies,35,0040400122
1198,Scott,Wall,31,0040400122
1142,Dick,Bavetta,27,0040400112
1147,Mike,Callahan,24,0040400112
1146,Tony,Brothers,25,0040400112
1194,Bill,Spooner,22,0040400102
1153,Joe,Crawford,17,0040400102
1662,Bill,Kennedy,55,0040400102
1192,Bennett,Salvatore,15,0040400162
1154,Bob,Delaney,26,0040400162
1151,Sean,Corbin,33,0040400162
1200,Greg,Willard,57,0040400152
1167,Steve,Javie,29,0040400152
1203,Mark,Wunderlich,18,0040400152
1186,Blane,Reichelt,37,0040400142
1190,Eddie,Rush,32,0040400142
1155,JB,DeRosa,14,0040400142
1168,David,Jones,36,0040400132
1164,Ron,Garretson,10,0040400132
1176,Monty,McCutchen,13,0040400132
1662,Bill,Kennedy,55,0040400123
1192,Bennett,Salvatore,15,0040400123
1168,David,Jones,36,0040400123
1199,Tom,Washington,49,0040400123
1162,Scott,Foster,48,0040400173
1163,Bernie,Fryer,7,0040400173
1826,Jess,Kersey,20,0040400173
1142,Dick,Bavetta,27,0040400103
1148,James,Capers,19,0040400103
1147,Mike,Callahan,24,0040400103
1176,Monty,McCutchen,13,0040400113
1200,Greg,Willard,57,0040400113
1164,Ron,Garretson,10,0040400113
1161,Joe,Forte,45,0040400143
1167,Steve,Javie,29,0040400143
1156,Tim,Donaghy,21,0040400143
1190,Eddie,Rush,32,0040400163
1186,Blane,Reichelt,37,0040400163
1155,JB,DeRosa,14,0040400163
1152,Dan,Crawford,43,0040400153
1162,Scott,Foster,48,0040400153
1201,Leon,Wood,40,0040400153
1192,Bennett,Salvatore,15,0040400133
1146,Tony,Brothers,25,0040400133
1199,Tom,Washington,49,0040400133
1204,Derek,Richardson,63,0040400124
1195,Derrick,Stafford,9,0040400124
1147,Mike,Callahan,24,0040400124
1193,Michael,Smith,38,0040400124
1142,Dick,Bavetta,27,0040400174
1165,Luis,Grillo,8,0040400174
1150,Jimmy,Clark,6,0040400174
1168,David,Jones,36,0040400114
1154,Bob,Delaney,26,0040400114
1167,Steve,Javie,29,0040400114
1186,Blane,Reichelt,37,0040400164
1180,Jack,Nies,35,0040400164
1190,Eddie,Rush,32,0040400164
1163,Bernie,Fryer,7,0040400164
1155,JB,DeRosa,14,0040400164
1194,Bill,Spooner,22,0040400164
1151,Sean,Corbin,33,0040400104
1176,Monty,McCutchen,13,0040400104
1190,Eddie,Rush,32,0040400104
1164,Ron,Garretson,10,0040400144
1203,Mark,Wunderlich,18,0040400144
1174,Ken,Mauer,41,0040400144
1192,Bennett,Salvatore,15,0040400175
1146,Tony,Brothers,25,0040400175
1155,JB,DeRosa,14,0040400175
1148,James,Capers,19,0040400134
1152,Dan,Crawford,43,0040400134
1161,Joe,Forte,45,0040400134
1195,Derrick,Stafford,9,0040400154
1363,Bennie,Adams,47,0040400154
1142,Dick,Bavetta,27,0040400154
1162,Scott,Foster,48,0040400115
1190,Eddie,Rush,32,0040400115
1151,Sean,Corbin,33,0040400115
1167,Steve,Javie,29,0040400165
1199,Tom,Washington,49,0040400165
1203,Mark,Wunderlich,18,0040400165
1174,Ken,Mauer,41,0040400125
1164,Ron,Garretson,10,0040400125
1176,Monty,McCutchen,13,0040400125
1147,Mike,Callahan,24,0040400155
1150,Jimmy,Clark,6,0040400155
1165,Luis,Grillo,8,0040400155
1200,Greg,Willard,57,0040400135
1195,Derrick,Stafford,9,0040400135
1154,Bob,Delaney,26,0040400135
1148,James,Capers,19,0040400126
1167,Steve,Javie,29,0040400126
1162,Scott,Foster,48,0040400126
1194,Bill,Spooner,22,0040400126
1151,Sean,Corbin,33,0040400176
1161,Joe,Forte,45,0040400176
1190,Eddie,Rush,32,0040400176
1163,Bernie,Fryer,7,0040400136
1150,Jimmy,Clark,6,0040400136
1180,Jack,Nies,35,0040400136
1154,Bob,Delaney,26,0040400127
1200,Greg,Willard,57,0040400127
1152,Dan,Crawford,43,0040400127
1164,Ron,Garretson,10,0040400177
1167,Steve,Javie,29,0040400177
1194,Bill,Spooner,22,0040400177
1192,Bennett,Salvatore,15,0040400231
1195,Derrick,Stafford,9,0040400231
1168,David,Jones,36,0040400231
1142,Dick,Bavetta,27,0040400201
1199,Tom,Washington,49,0040400201
1186,Blane,Reichelt,37,0040400201
1152,Dan,Crawford,43,0040400221
1176,Monty,McCutchen,13,0040400221
1174,Ken,Mauer,41,0040400221
1826,Jess,Kersey,20,0040400211
1150,Jimmy,Clark,6,0040400211
1163,Bernie,Fryer,7,0040400211
1154,Bob,Delaney,26,0040400232
1153,Joe,Crawford,17,0040400232
1148,James,Capers,19,0040400232
1155,JB,DeRosa,14,0040400202
1162,Scott,Foster,48,0040400202
1190,Eddie,Rush,32,0040400202
1142,Dick,Bavetta,27,0040400222
1146,Tony,Brothers,25,0040400222
1200,Greg,Willard,57,0040400222
1164,Ron,Garretson,10,0040400212
1151,Sean,Corbin,33,0040400212
1147,Mike,Callahan,24,0040400212
1826,Jess,Kersey,20,0040400203
1174,Ken,Mauer,41,0040400203
1192,Bennett,Salvatore,15,0040400203
1180,Jack,Nies,35,0040400233
1203,Mark,Wunderlich,18,0040400233
1163,Bernie,Fryer,7,0040400233
1190,Eddie,Rush,32,0040400223
1150,Jimmy,Clark,6,0040400223
1151,Sean,Corbin,33,0040400223
1168,David,Jones,36,0040400213
1199,Tom,Washington,49,0040400213
1152,Dan,Crawford,43,0040400213
1161,Joe,Forte,45,0040400213
1195,Derrick,Stafford,9,0040400204
1176,Monty,McCutchen,13,0040400204
1153,Joe,Crawford,17,0040400204
1164,Ron,Garretson,10,0040400234
1194,Bill,Spooner,22,0040400234
1147,Mike,Callahan,24,0040400234
1165,Luis,Grillo,8,0040400214
1148,James,Capers,19,0040400214
1167,Steve,Javie,29,0040400214
1154,Bob,Delaney,26,0040400214
1155,JB,DeRosa,14,0040400224
1192,Bennett,Salvatore,15,0040400224
1203,Mark,Wunderlich,18,0040400224
1186,Blane,Reichelt,37,0040400235
1165,Luis,Grillo,8,0040400235
1142,Dick,Bavetta,27,0040400235
1153,Joe,Crawford,17,0040400215
1180,Jack,Nies,35,0040400215
1190,Eddie,Rush,32,0040400215
1199,Tom,Washington,49,0040400225
1147,Mike,Callahan,24,0040400225
1167,Steve,Javie,29,0040400225
1826,Jess,Kersey,20,0040400225
1194,Bill,Spooner,22,0040400216
1203,Mark,Wunderlich,18,0040400216
1174,Ken,Mauer,41,0040400216
1192,Bennett,Salvatore,15,0040400216
1200,Greg,Willard,57,0040400236
1161,Joe,Forte,45,0040400236
1152,Dan,Crawford,43,0040400236
1163,Bernie,Fryer,7,0040400226
1195,Derrick,Stafford,9,0040400226
1164,Ron,Garretson,10,0040400226
1180,Jack,Nies,35,0040400311
1150,Jimmy,Clark,6,0040400311
1153,Joe,Crawford,17,0040400311
1147,Mike,Callahan,24,0040400301
1163,Bernie,Fryer,7,0040400301
1154,Bob,Delaney,26,0040400301
1194,Bill,Spooner,22,0040400312
1174,Ken,Mauer,41,0040400312
1192,Bennett,Salvatore,15,0040400312
1190,Eddie,Rush,32,0040400302
1199,Tom,Washington,49,0040400302
1142,Dick,Bavetta,27,0040400302
1195,Derrick,Stafford,9,0040400313
1164,Ron,Garretson,10,0040400313
1167,Steve,Javie,29,0040400313
1161,Joe,Forte,45,0040400303
1152,Dan,Crawford,43,0040400303
1200,Greg,Willard,57,0040400303
1163,Bernie,Fryer,7,0040400314
1147,Mike,Callahan,24,0040400314
1155,JB,DeRosa,14,0040400314
1153,Joe,Crawford,17,0040400304
1180,Jack,Nies,35,0040400304
1195,Derrick,Stafford,9,0040400304
1200,Greg,Willard,57,0040400315
1142,Dick,Bavetta,27,0040400315
1190,Eddie,Rush,32,0040400315
1164,Ron,Garretson,10,0040400305
1167,Steve,Javie,29,0040400305
1174,Ken,Mauer,41,0040400305
1152,Dan,Crawford,43,0040400306
1192,Bennett,Salvatore,15,0040400306
1163,Bernie,Fryer,7,0040400306
1142,Dick,Bavetta,27,0040400307
1153,Joe,Crawford,17,0040400307
1190,Eddie,Rush,32,0040400307
1147,Mike,Callahan,24,0040400401
1167,Steve,Javie,29,0040400401
1164,Ron,Garretson,10,0040400401
1163,Bernie,Fryer,7,0040400402
1180,Jack,Nies,35,0040400402
1152,Dan,Crawford,43,0040400402
1192,Bennett,Salvatore,15,0040400403
1153,Joe,Crawford,17,0040400403
1154,Bob,Delaney,26,0040400403
1190,Eddie,Rush,32,0040400404
1142,Dick,Bavetta,27,0040400404
1155,JB,DeRosa,14,0040400404
1167,Steve,Javie,29,0040400405
1147,Mike,Callahan,24,0040400405
1164,Ron,Garretson,10,0040400405
1152,Dan,Crawford,43,0040400406
1163,Bernie,Fryer,7,0040400406
1192,Bennett,Salvatore,15,0040400406
1190,Eddie,Rush,32,0040400407
1153,Joe,Crawford,17,0040400407
1142,Dick,Bavetta,27,0040400407
1195,Derrick,Stafford,9,0040500131
1167,Steve,Javie,29,0040500131
1830,Marc,Davis,34,0040500131
1164,Ron,Garretson,10,0040500161
1179,Rodney,Mott,71,0040500161
1200,Greg,Willard,57,0040500161
1146,Tony,Brothers,25,0040500111
1153,Joe,Crawford,17,0040500111
1155,JB,DeRosa,14,0040500111
1176,Monty,McCutchen,13,0040500141
1147,Mike,Callahan,24,0040500141
1152,Dan,Crawford,43,0040500141
1161,Joe,Forte,45,0040500171
1142,Dick,Bavetta,27,0040500171
1151,Sean,Corbin,33,0040500171
1163,Bernie,Fryer,7,0040500151
1662,Bill,Kennedy,55,0040500151
1150,Jimmy,Clark,6,0040500151
1192,Bennett,Salvatore,15,0040500121
1198,Scott,Wall,31,0040500121
1199,Tom,Washington,49,0040500121
1168,David,Jones,36,0040500101
1363,Bennie,Adams,47,0040500101
1194,Bill,Spooner,22,0040500101
1190,Eddie,Rush,32,0040500101
2004,Courtney,Kirkland,61,0040500112
1147,Mike,Callahan,24,0040500112
1152,Dan,Crawford,43,0040500112
1180,Jack,Nies,35,0040500162
1153,Joe,Crawford,17,0040500162
1193,Michael,Smith,38,0040500162
1161,Joe,Forte,45,0040500142
1142,Dick,Bavetta,27,0040500142
1662,Bill,Kennedy,55,0040500142
1194,Bill,Spooner,22,0040500132
1168,David,Jones,36,0040500132
1190,Eddie,Rush,32,0040500132
1174,Ken,Mauer,41,0040500122
1167,Steve,Javie,29,0040500122
1185,Violet,Palmer,12,0040500122
1192,Bennett,Salvatore,15,0040500172
1148,James,Capers,19,0040500172
1199,Tom,Washington,49,0040500172
1153,Joe,Crawford,17,0040500152
1180,Jack,Nies,35,0040500152
1193,Michael,Smith,38,0040500152
1164,Ron,Garretson,10,0040500102
1146,Tony,Brothers,25,0040500102
1169,Anthony,Jordan,72,0040500102
1195,Derrick,Stafford,9,0040500102
1201,Leon,Wood,40,0040500163
1142,Dick,Bavetta,27,0040500163
1150,Jimmy,Clark,6,0040500163
1154,Bob,Delaney,26,0040500113
1203,Mark,Wunderlich,18,0040500113
1163,Bernie,Fryer,7,0040500113
1152,Dan,Crawford,43,0040500123
1155,JB,DeRosa,14,0040500123
1826,Jess,Kersey,20,0040500123
1192,Bennett,Salvatore,15,0040500143
1151,Sean,Corbin,33,0040500143
1174,Ken,Mauer,41,0040500143
1164,Ron,Garretson,10,0040500133
1200,Greg,Willard,57,0040500133
1176,Monty,McCutchen,13,0040500133
1190,Eddie,Rush,32,0040500153
1156,Tim,Donaghy,21,0040500153
